Title,City or Town,County or Parish,Street Address,Year Erected,Erected By,Link
Old Railroad Bridge,Sheffield,Colbert County,,2010,The Old Railroad Bridge Company. Colbert County Historical Landmark Foundation. Alabama Historical Association,http://www.hmdb.org/m.asp?m=40596
Bellona Foundry,Midlothian,Chesterfield County,,,,http://www.hmdb.org/m.asp?m=40598
Battle of Narrows,Baldwin,Banks County,,1953,Georgia Historical Commission,http://www.hmdb.org/m.asp?m=40640
Wagnor Cemetery,New Albany,Franklin County,,1998,New Albany-Plain Township Historical Society and the Ohio Historical Society,http://www.hmdb.org/m.asp?m=40646
The 77th Regiment. New York Volunteers,Saratoga Springs,Saratoga County,,1875,,http://www.hmdb.org/m.asp?m=40658
Admiral Raphael Semmes. CSA,Mobile,Mobile County,65 Government Street. Mobile. AL 36602,1900,the Sons of Confederate Veterans. Relocated in the 1980s. Relocated here 1990; Rededicated 1992. Side plaque erected 2000 by the Sons of Confederate Veterans,http://www.hmdb.org/m.asp?m=40669
Fort Davis,Fort Davis,Washington,3812 Alabama Avenue Southeast,1956,National Society of the Colonial Dames of America in the District of Columbia; National Park Service. U.S. Department of the Interior,http://www.hmdb.org/m.asp?m=40690
Olde Greenfield Church and Historic Cemetery,Moultrie,Colquitt County,Opposite 1001 Greenfield Church Road,1996,Moultrie Sons of Confederate Veterans Camp No. 674,http://www.hmdb.org/m.asp?m=40691
Greenfield Church,Moultrie,Colquitt County,1001 Greenfield Church Road,1929,Moultrie McNeil Chapter. United Daughters of the Confederacy,http://www.hmdb.org/m.asp?m=40692
History Of Emancipation: Special Field Orders No. 15,Savannah,Chatham County,,2011,for the Civil War 150 commemoration by the Georgia Historical Society. the Georgia Battlefields Association and the Georgia Department of Economic Development,http://www.hmdb.org/m.asp?m=40696
Col. Ellsworth,Mechanicville,Saratoga County,,,City of Mechanicville,http://www.hmdb.org/m.asp?m=40737
German Confederate Soldiers Monument,Charleston,Charleston County,,,,http://www.hmdb.org/m.asp?m=40748
To Our Confederate Dead,Raleigh,Wake County,,,,http://www.hmdb.org/m.asp?m=40754
Baker Hill,Bowling Green,Warren County,,1967,KY Historical Society. KY Dept. of Highways,http://www.hmdb.org/m.asp?m=40755
32 Pounder Naval Cannon,Raleigh,Wake County,,1902,United States War Department,http://www.hmdb.org/m.asp?m=40757
Nelson County Civil War Memorial,Lovingston,Nelson County,,1965,Nelson County,http://www.hmdb.org/m.asp?m=40772
Wylliesburgh,Wylliesburg,Charlotte County,725 Jackson-Vaughan Rd,,Civil War Trails,http://www.hmdb.org/m.asp?m=40791
Colonel Nelson Tift,Albany,Dougherty County,225 Pine Avenue,1959,Georgia Historical Commission,http://www.hmdb.org/m.asp?m=40796
The Bridge House,Albany,Dougherty County,112 North Front Street,1958,Georgia Historical Commission,http://www.hmdb.org/m.asp?m=40798
Rev. John Leighton Wilson. D.D.,St. Charles,Lee County,,1963,Lee County Historical Commission,http://www.hmdb.org/m.asp?m=40805
Barnsley s,Adairsville,Bartow County,597 Barnsley Gardens Road,1985,Georgia Department of Natural Resources,http://www.hmdb.org/m.asp?m=40812
To the North Carolina Women of the Confederacy,Raleigh,Wake County,,,,http://www.hmdb.org/m.asp?m=40841
Frederick Douglass National Historic Site,Anacostia,Washington,1411 W Street Southeast,2007,Friends of Libraries. U.S.A. Co-sponsored by the Gilder Lehrman Center. the National Park Service. and the Frederick Douglass Memorial and Historical Association.,http://www.hmdb.org/m.asp?m=40846
Maj. Gen. Isaac Ridgeway Trimble. C.S.A.,Long Green,Baltimore County,12832 Dulaney Valley Road,,Maryland Historical Trust. Maryland State Highway Administration,http://www.hmdb.org/m.asp?m=40864
Fort Greble,Bellevue,Washington,208 Elmira Street Southwest,,National Park Service. U.S. Department of the Interior,http://www.hmdb.org/m.asp?m=40866
Allegheny Arsenal,Pittsburgh,Allegheny County,,,Pennsylvania Historical and Museum Commission,http://www.hmdb.org/m.asp?m=40874
Andersonville / Father Peter Whelan,Andersonville,Sumter County,,1994,Andersonville Guild,http://www.hmdb.org/m.asp?m=40948
Rear Admiral John Adolphus Bernard Dahlgren,Philadelphia,Philadelphia County,,1961,Officers and Men of the U.S.S. Dahlgren,http://www.hmdb.org/m.asp?m=40959
Dahlgren Gun,Oakland,Bergen County,,,,http://www.hmdb.org/m.asp?m=40965
Gamaliel Cemetery,Gamaliel,Monroe County,,2011,Chad Comer,http://www.hmdb.org/m.asp?m=40984
John Henry Wisdom,Hokes Bluff,Etowah County,3301 Alford Bend Road,1961,Erected by Citizens of Etowah County. City of Rome. Ga.. Etowah Historical Society,http://www.hmdb.org/m.asp?m=41001
Samuel ACourt Ashe. LL. D.,Raleigh,Wake County,,1940,Ashe Memorial Committee,http://www.hmdb.org/m.asp?m=41014
Kent Soldiers Monument,Kent,Litchfield County,,1885,,http://www.hmdb.org/m.asp?m=41017
Irish Volunteers,North Charleston,Charleston County,,,,http://www.hmdb.org/m.asp?m=41023
Gideon Ball House,Erie,Erie County,,1992,Erie County Historical Society and Erie Insurance Group,http://www.hmdb.org/m.asp?m=41040
97th Regiment of Pennsylvania Volunteers Memorial,West Chester,Chester County,,1887,Surviving Members of the Ninety Seventh Regiment Pennsylvania Volunteers,http://www.hmdb.org/m.asp?m=41062
Capt. Henry J. Biddle,Philadelphia,Philadelphia County,,,,http://www.hmdb.org/m.asp?m=41064
Richardsons Battery,Shiloh,Hardin County,,,Shiloh National Military Park Commission,http://www.hmdb.org/m.asp?m=41065
Welkers Battery,Shiloh,Hardin County,,,Shiloh National Battlefield Commission,http://www.hmdb.org/m.asp?m=41086
Clantons Alabama Cavalry,Shiloh,Hardin County,,,Shiloh National Battlefield Commission,http://www.hmdb.org/m.asp?m=41088
Chalmers Brigade,Shiloh,Hardin County,,,Shiloh National Battlefield Commission,http://www.hmdb.org/m.asp?m=41089
14th Iowa Infantry,Shiloh,Hardin County,,,Shiloh National Battlefield Commission,http://www.hmdb.org/m.asp?m=41093
Geary s Division,Atlanta,Fulton County,,1955,Georgia Historical Commission,http://www.hmdb.org/m.asp?m=41096
Boyles Brigade,Shiloh,Hardin County,,,Shiloh National Battlefield Commission,http://www.hmdb.org/m.asp?m=41112
12th Iowa Infantry,Shiloh,Hardin County,,,Shiloh National Battlefield Commission,http://www.hmdb.org/m.asp?m=41113
14th Wisconsin Infantry,Shiloh,Hardin County,,,Shiloh National Battlefield Commission,http://www.hmdb.org/m.asp?m=41115
Camp of 41st Illinois Infantry,Shiloh,Hardin County,,,Shiloh National Battlefield Commission,http://www.hmdb.org/m.asp?m=41116
Fort Ward,Seminary Hill,Alexandria,4301 West Braddock Road,,Civil War Round Table of Alexandria,http://www.hmdb.org/m.asp?m=41117
Fort Granger,Franklin,Williamson County,405 Murfreesboro Rd,,Tennessee Civil War Trails,http://www.hmdb.org/m.asp?m=41119
Smiths Brigade,Shiloh,Hardin County,,,Shiloh National Battlefield Commission,http://www.hmdb.org/m.asp?m=41120
Wheelers Raid,Dunlap,Sequatchie County,,,Tennessee Historical Commission,http://www.hmdb.org/m.asp?m=41147
Rees Park,Americus,Sumter County,,,,http://www.hmdb.org/m.asp?m=41167
Zebulon Baird Vance,Raleigh,Wake County,,,,http://www.hmdb.org/m.asp?m=41179
Circuit Court Stop,Mt. Pulaski,Logan County,,2010,Looking For Lincoln Heritage coalition,http://www.hmdb.org/m.asp?m=41239
"A ""Favorite"" Lies Here",Decatur,Macon County,,2009,,http://www.hmdb.org/m.asp?m=41240
8th Iowa Infantry,Shiloh,Hardin County,,,Shiloh National Military Park Commission,http://www.hmdb.org/m.asp?m=41253
Prentiss Surrender Site,Shiloh,Hardin County,,,Shiloh National Military Park Commission,http://www.hmdb.org/m.asp?m=41256
58th Illinois Infantry,Shiloh,Hardin County,,,Shiloh National Military Park Commission,http://www.hmdb.org/m.asp?m=41260
Earleton. Florida,Earleton,Alachua County,,2008,Historic Melrose. Inc. and the Florida Department of State,http://www.hmdb.org/m.asp?m=41263
The Teetertown Mill,Califon,Hunterdon County,,,County of Hunterdon Parks and Recreation,http://www.hmdb.org/m.asp?m=41266
President-elect Abraham Lincoln,Hudson,Summit County,,,,http://www.hmdb.org/m.asp?m=41269
Boyhood home of John Brown,Hudson,Summit County,,1985,Hudson Quester Chapters,http://www.hmdb.org/m.asp?m=41270
Abraham Lincoln Statue,New York,New York County,,2009,City of New York Parks & Recreation,http://www.hmdb.org/m.asp?m=41271
23rd Missouri Infantry,Shiloh,Hardin County,,,Shiloh National Military Park Commission,http://www.hmdb.org/m.asp?m=41305
22nd Tennessee Infantry,Shiloh,Hardin County,,,Shiloh National Military Park Commission,http://www.hmdb.org/m.asp?m=41308
5th Tennessee Infantry,Shiloh,Hardin County,,,Shiloh National Military Park Commission,http://www.hmdb.org/m.asp?m=41311
Alabama State Memorial,Shiloh,Hardin County,,,Alabama Division. United Daughters of the Confederacy,http://www.hmdb.org/m.asp?m=41315
David Glasgow Farragut,New York,New York County,,1881,New York Farragut Association,http://www.hmdb.org/m.asp?m=41352
Bedford,Bedford,Bedford County,,,Virginia Civil War Trails,http://www.hmdb.org/m.asp?m=41408
Battle of Cloyd s Mountain,Dublin,Pulaski County,,1991,Department of Historic Resources,http://www.hmdb.org/m.asp?m=41409
Battle of Cloyds Mountain,Dublin,Pulaski County,,1938,Conservation & Development Commission,http://www.hmdb.org/m.asp?m=41410
Jefferson Davis,Oconee,Washington County,,1957,Georgia Historical Commission,http://www.hmdb.org/m.asp?m=41411
Battery Rodgers,Historical District,Alexandria,,,the Civil War Round Table of Alexandria,http://www.hmdb.org/m.asp?m=41413
Fort Foote,Fort Washington,Prince Georges County,,,National Park Service,http://www.hmdb.org/m.asp?m=41414
Radford,Radford,Radford,801 East Main Street,1941,Virginia Conservation Commission,http://www.hmdb.org/m.asp?m=41420
Jacksons Brigade,Shiloh,Hardin County,,,Shiloh National Military Park Commission,http://www.hmdb.org/m.asp?m=41432
Camp of 32nd Illinois Infantry,Shiloh,Hardin County,,,Shiloh National Military Park Commission,http://www.hmdb.org/m.asp?m=41433
Camp of 28th Illinois Infantry,Shiloh,Hardin County,,,Shiloh National Military Park Commission,http://www.hmdb.org/m.asp?m=41434
52nd Illinois Infantry,Shiloh,Hardin County,,,Shiloh National Military Park Commission,http://www.hmdb.org/m.asp?m=41441
Walkers (2nd) Tennessee Infantry,Shiloh,Hardin County,,,Shiloh National Military Park Commission,http://www.hmdb.org/m.asp?m=41443
The 15th Corps,Macon,Jones County,,1957,Georgia Historical Commission,http://www.hmdb.org/m.asp?m=41446
The March to the Sea,Gray,Jones County,,1957,Georgia Historical Commission,http://www.hmdb.org/m.asp?m=41449
Montgomery County Confederate Monument,Christiansburg,Montgomery County,2 East Main Street,1883,,http://www.hmdb.org/m.asp?m=41453
New Britain Soldiers Monument,New Britain,Hartford County,,1900,,http://www.hmdb.org/m.asp?m=41470
Tory Camps / Seneca Trail,Harman,Randolph County,,2008,West Virginia Archives and History,http://www.hmdb.org/m.asp?m=41477
Nashville Blacks in the Civil War,Nashville,Davidson County,,,Tennessee Historical Commission,http://www.hmdb.org/m.asp?m=41483
38th Tennessee Infantry,Shiloh,Hardin County,,,Shiloh National Military Park Commission,http://www.hmdb.org/m.asp?m=41486
Trabues Brigade,Shiloh,Hardin County,,,Shiloh National Military Park Commission,http://www.hmdb.org/m.asp?m=41488
8th Illinois Infantry,Shiloh,Hardin County,,,Shiloh National Military Park Commission,http://www.hmdb.org/m.asp?m=41489
Taylor s Tavern,Falls Church,Falls Church,,,Civil War Trails,http://www.hmdb.org/m.asp?m=41495
Hardesty-Higgins House,Harrisonburg,Harrisonburg,,,Shenandoah Valley Battlefields Foundation & Virginia Civil War Trails,http://www.hmdb.org/m.asp?m=41496
Warren-Sipe House,Harrisonburg,Harrisonburg,,,Shenandoah Valley Battlefields Foundation & Virginia Civil War Trails,http://www.hmdb.org/m.asp?m=41497
City Point s Wiseman Family,Hopewell,Hopewell,,,Virginia Civil War Trails,http://www.hmdb.org/m.asp?m=41498
Fort Early,Fort Hill,Lynchburg,,,Virginia Civil War Trails,http://www.hmdb.org/m.asp?m=41499
Lynchburg Civil War Hospitals,Diamond Hill,Lynchburg,612 12th Street,,Virginia Civil War Trails,http://www.hmdb.org/m.asp?m=41500
Old City Cemetery,Tinbridge Hill,Lynchburg,401 Taylor Street,,Virginia Civil War Trails,http://www.hmdb.org/m.asp?m=41502
Mayfield Civil War Fort,Manassas,Manassas,,,Civil War Trails,http://www.hmdb.org/m.asp?m=41503
Mayfield Civil War Fort,Manassas,Manassas,,,Civil War Trails,http://www.hmdb.org/m.asp?m=41504
Mayfield Civil War Fort,Manassas,Manassas,,,Civil War Trails,http://www.hmdb.org/m.asp?m=41505
The Manassas Museum,Manassas,Manassas,9101 Prince William Street,,Civil War Trails,http://www.hmdb.org/m.asp?m=41506
Congress – Cumberland,South Newport News,Newport News,,,Virginia Civil War Trails,http://www.hmdb.org/m.asp?m=41507
Wreck at the Fat Nancy,Orange,Orange County,,2007,Department of Historic Resources,http://www.hmdb.org/m.asp?m=41517
Forks of the Road Historical Site,Natchez,Adams County,,2004,Historic Natchez on the Mississippi,http://www.hmdb.org/m.asp?m=41533
Battle of Griswoldville,Gray,Jones County,,1957,Georgia Historical Commission,http://www.hmdb.org/m.asp?m=41549
Battle of Griswoldville,Macon,Jones County,,1957,Georgia Historical Commission,http://www.hmdb.org/m.asp?m=41550
Pitts Chapel,Macon,Jones County,132 Pitts Chapel Road,,Jones County History and Heritage,http://www.hmdb.org/m.asp?m=41560
Henry Lawson Wyatt,Raleigh,Wake County,,1912,United Daughters of the Confederacy. North Carolina Divison,http://www.hmdb.org/m.asp?m=41569
The Mercer Soldiers Orphans School,Mercer,Mercer County,,1926,Sixteeners Association of Mercer. S.O.S.,http://www.hmdb.org/m.asp?m=41604
J. H. King Memorial,Pacific Grove,Monterey County,,1935,,http://www.hmdb.org/m.asp?m=41614
Freedmen s Memorial Monument to Abraham Lincoln,Capitol Hill,Washington,1196 East Capitol Street Northeast,1876,the Western Sanitary Commission,http://www.hmdb.org/m.asp?m=41617
General Stonewall Jackson,Martinsburg,Berkeley County,5006 Williamsport Pike,,United Daughters of the Confederacy - Berkeley County Chapter,http://www.hmdb.org/m.asp?m=41626
Battle of Falling Waters,Martinsburg,Berkeley County,5006 Williamsport Pike,,West Virginia Civil War Trails,http://www.hmdb.org/m.asp?m=41631
18th Illinois Infantry,Shiloh,Hardin County,,,Shiloh National Military Park Commission,http://www.hmdb.org/m.asp?m=41635
16th Alabama. 55th Tennessee,Shiloh,Hardin County,,,Shiloh National Military Park Commission,http://www.hmdb.org/m.asp?m=41637
Woods Brigade,Shiloh,Hardin County,,,Shiloh National Military Park Commission,http://www.hmdb.org/m.asp?m=41639
12th Tennessee Infantry,Shiloh,Hardin County,,,Shiloh National Military Park Commission,http://www.hmdb.org/m.asp?m=41640
Shavers Brigade,Shiloh,Hardin County,,,Shiloh National Military Park Commission,http://www.hmdb.org/m.asp?m=41646
Piedmont Station,Delaplane,Fauquier County,,,,http://www.hmdb.org/m.asp?m=41648
John Brown Hanging Site,Charles Town,Jefferson County,,,West Virginia Civil War Trails,http://www.hmdb.org/m.asp?m=41650
Battle of Upperville,Upperville,Fauquier County,,,Virginina Civil War Trails,http://www.hmdb.org/m.asp?m=41655
Warrenton,Warrenton,Fauquier County,,,,http://www.hmdb.org/m.asp?m=41657
Newtown,Stephens City,Frederick County,,,Virginia Civil War Trails,http://www.hmdb.org/m.asp?m=41658
Stephenson Depot,Stephenson,Frederick County,,,Virginia Civil War Trails,http://www.hmdb.org/m.asp?m=41659
Rutherford House,Charles Town,Jefferson County,417 E Washington Street,,West Virginia Civil War Trails,http://www.hmdb.org/m.asp?m=41661
Cedar Mountain,Culpeper,Culpeper County,,,Virginia Civil War Trails,http://www.hmdb.org/m.asp?m=41662
Focus of Action,Charles Town,Jefferson County,200 E Washington Street,,West Virginia Civil War Trails,http://www.hmdb.org/m.asp?m=41671
Edge Hill Cemetery,Charles Town,Jefferson County,,,West Virginia Civil War Trails,http://www.hmdb.org/m.asp?m=41672
Zion Episcopal Churchyard,Charles Town,Jefferson County,,,West Virginia Civil War Trails,http://www.hmdb.org/m.asp?m=41675
Kilpatrick and Mower at Midway Church,Midway,Liberty County,,1959,Georgia Historical Commission,http://www.hmdb.org/m.asp?m=41685
Monocacy Battlefield,Frederick,Frederick County,,,,http://www.hmdb.org/m.asp?m=41692
Elmwood Cemetery,Shepherdstown,Jefferson County,,,West Virginia Civil War Trails,http://www.hmdb.org/m.asp?m=41694
Ramah Church,Gordon,Wilkinson County,,1955,Georgia Historical Commission,http://www.hmdb.org/m.asp?m=41697
John Mercer Langston Birthplace,Louisa,Louisa County,,1995,Department of Historic Resources,http://www.hmdb.org/m.asp?m=41698
Secession Hill,Abbeville,Abbeville County,,2010,Abbeville County Historical Society,http://www.hmdb.org/m.asp?m=41700
Battlefield Landmark,Jonesboro,Clayton County,,1958,Georgia Historical Commission,http://www.hmdb.org/m.asp?m=41702
Battle of Antietam. September 17. 1862,Sharpsburg,Washington County,,,National Park Service,http://www.hmdb.org/m.asp?m=41703
Col. Drake,Shepherdstown,Jefferson County,,1910,United Confederate Veterans – Jefferson County Camp,http://www.hmdb.org/m.asp?m=41709
The Most Terrible Clash of Arms,Sharpsburg,Washington County,,,National Park Service,http://www.hmdb.org/m.asp?m=41710
Aftermath Along the Hagerstown Turnpike,Sharpsburg,Washington County,,,National Park Service,http://www.hmdb.org/m.asp?m=41711
